,Unnamed: 0,label,text,is_eng,len,len_no_spaces,n_words,n_special_chars,n_capital_letters,emails,urls,phones,explicit,entities,w_free,w_click,w_claim,w_offer,w_win,w_prize,w_want,tfidf_features
4741,3270,0,"['r', 'u', 'contin']",,22,18,5,1,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4742,3271,0,"['well', 'pay', 'like', 'ltgt', 'yr', 'difficult']",,63,51,12,6,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4743,3272,0,"['kkwhen', 'give', 'treat']",,33,29,5,7,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4744,3273,0,"['he', 'gonna', 'worri', 'noth', 'wont', 'give', 'money', 'use']",,74,60,15,4,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4745,3274,0,"['get', 'gift', 'year', 'didnt', 'get', 'anyth', 'bad']",,60,48,13,2,3,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4746,3275,0,"['well', 'there', 'pattern', 'emerg', 'friend', 'tell', 'drive', 'come', 'smoke', 'tell', 'im', 'weed', 'fiendmak', 'smoke', 'muchimped', 'thing', 'see', 'im', 'hesit']",,220,180,41,5,3,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4747,3276,0,"['ow', 'u', 'deyi', 'paid', '60400thousadi', 'told', 'u', 'would', 'call']",,55,43,11,5,0,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4748,3277,0,"['im', 'fine', 'babe', 'aint', '2', 'much', 'tho', 'saw', 'scari', 'movi', 'yest', 'quit', 'funni', 'want', '2mrw', 'afternoon', 'town', 'mall', 'sumthin[explicit]']",,135,111,25,6,95,0,0,0,,0,0,0,0,0,0,0,1,[0. 0. 0. ... 0. 0. 0.]
4749,3278,0,"['im', 'reach', 'home', '5', 'min']",,27,22,6,2,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4750,3279,0,"['forgot', 'work', 'today', 'wanna', 'chat', 'thing', 'ok', 'drop', 'text', 'your', 'free', 'bore', 'etc', 'ill', 'ring', 'hope', 'well', 'nose', 'essay', '[explicit]']",,170,137,34,9,3,0,0,0,,0,1,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4751,3280,0,"['ha', 'must', 'walk', 'everywher', 'cannot', 'take', 'tram', 'cousin', 'said', 'walk', 'vic', 'market', 'hotel']",,112,91,21,7,4,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4752,3281,0,"['discuss', 'mother', 'ah']",,30,26,5,1,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4753,3282,0,"['sorri', 'cant', 'text', 'amp', 'drive', 'coher', 'see', 'twenti']",,61,51,11,5,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4754,3283,0,"['place', 'get', 'room', 'cheap']",,39,32,8,3,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4755,3284,0,"['eek', 'that', 'lot', 'time', 'especi', 'sinc', 'american', 'pie', 'like', '8', 'minut', 'long', 'cant', 'stop', 'sing']",,103,84,20,4,4,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4756,3285,0,"['gran', 'onlyfound', 'afew', 'day', 'agocusoon', 'honi']",,48,42,7,5,37,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4757,3286,0,"['univers', 'southern', 'california']",,34,31,4,1,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4758,3287,0,"['pick', 'rayan', 'macleran']",,37,31,7,1,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4759,3288,0,"['u', 'gd', 'lor', 'go', 'shop', 'got', 'stuff', 'u', 'wan', '2', 'watch', 'infern', 'affair', 'come', 'lar']",,89,70,20,5,3,0,0,0,,0,0,0,0,0,0,0,1,[0. 0. 0. ... 0. 0. 0.]
4760,3289,0,"['well', '[explicit]', 'time', 'make', 'call']",,36,31,6,4,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4761,3290,0,"['wat', 'time', 'wan', 'today']",,22,18,5,2,2,0,0,0,,0,0,0,0,0,0,0,2,[0. 0. 0. ... 0. 0. 0.]
4762,3291,0,"['ltgt', 'mca', 'conform']",,36,29,6,7,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4763,3292,0,"['oh', 'ok', 'wat', 'ur', 'email']",,23,19,5,4,2,0,0,0,,0,0,0,0,0,0,0,1,[0. 0. 0. ... 0. 0. 0.]
4764,3293,0,"['ye', 'princess', 'go', 'make', 'moan']",,45,37,9,3,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4765,3294,0,"['lol', 'ok', 'didnt', 'rememb', 'til', 'last', 'nite']",,42,34,9,1,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4766,3295,0,"['[]', 'anyway', 'mani', 'good', 'even', 'u']",,40,33,8,5,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4767,3296,0,"['cool', 'ill', 'text']",,28,22,7,2,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4768,3297,0,"['sorri', 'vikki', 'im', 'watch', 'olav', 'mandara', 'movi', 'kano', 'trishul', 'theatr', 'wit', 'frnd']",,84,71,14,4,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4769,3298,0,"['im', 'happi', 'babe', 'woo', 'hoo', 'parti', 'dude']",,52,41,12,3,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4770,3299,0,"['take', 'italian', 'food', 'pretti', 'dress', '[explicit]']",,81,66,16,6,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4771,3300,0,"['wot', 'u', '2', 'thout', 'u', 'gonna', 'call', 'txt', 'bak', 'luv', 'k']",,54,41,14,3,4,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4772,3301,0,['hold'],,23,19,5,1,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4773,3302,0,"['dont', 'flatter', 'tell', 'man', 'mine', 'two', 'pint', 'carlin', 'ten', 'minut', 'pleas']",,93,77,16,7,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4774,3303,0,"['hope', 'scare']",,24,20,5,1,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4775,3304,0,"['im', 'home', 'n', 'readi']",,22,18,5,4,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4776,3305,0,"['time', 'u', 'get']",,23,18,6,1,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4777,3306,0,"['liter', 'bed', 'like', 'ltgt', 'hour']",,65,51,13,5,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4778,3307,0,"['ye', 'reg', 'ciao']",,21,16,5,2,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4779,3308,0,"['mean', 'websit', 'ye']",,29,24,6,2,3,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4780,3309,0,"['lol', 'could', 'starv', 'lose', 'pound', 'end', 'day']",,66,51,16,1,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4781,3310,0,"['yeah', 'that', 'impress', 'got']",,32,27,6,1,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4782,3311,0,"['ok', 'ok', 'take', 'care', 'understand']",,34,28,7,2,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4783,3312,0,"['motiv', 'behind', 'everi', 'dark', 'shine', 'light', 'wait', 'find', 'behind', 'everi', 'best', 'friend', 'alway', 'trust', 'love', 'bslvyl']",,153,128,26,8,9,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4784,3313,0,"['ya', 'ok', 'dinner']",,23,19,5,2,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4785,3314,0,"['slept', 'timey']",,32,27,6,2,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4786,3315,0,"['dont', 'make', 'ne', 'plan', 'nxt', 'wknd', 'coz', 'want', 'us', 'come', 'ok']",,69,54,16,0,0,0,0,0,,0,0,0,0,0,0,0,1,[0. 0. 0. ... 0. 0. 0.]
4787,3316,0,"['school', 'start', 'stay', 'what', 'weather', 'like', 'food', 'social', 'support', 'system', 'like', 'friend', 'school', 'thing', 'import']",,180,149,32,7,6,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4788,3317,0,"['ha', 'ha', 'nan', 'yalrigu', 'heltiniiyo', 'kothi', 'chikku', 'u', 'share', 'mani', 'thing', 'wit', 'meso', 'far', 'didnt', 'told', 'bodi', 'even', 'utter', 'word', 'abt', 'u', 'ur', 'trust', 'much', 'tell', 'other', 'plz', 'nxt', 'time', 'dont', 'use', 'word', 'meok', 'chikkub']",,255,207,49,21,5,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4789,3318,0,"['noic', 'text', 'your']",,31,26,6,2,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4790,3319,0,"['hi', 'di', 'yiju', 'meet', '7', 'pm', 'esaplanad', 'tonight']",,59,48,12,2,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4791,3320,0,"['aight', 'ive', 'set', 'free', 'think', 'could', 'text', 'blake', 'address', 'occur', 'im', 'quit', 'sure', 'im', 'thought']",,138,110,29,6,7,0,0,0,,0,1,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4792,3321,0,"['hi', 'dear', 'saw', 'dear', 'happi', 'batteri', 'low']",,67,53,15,2,3,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4793,3322,0,"['age', 'how', 'abj']",,37,30,8,3,3,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4794,3323,0,"['prof', 'pass', 'paper', 'sem', 'congrat', 'student', 'enna', 'kalaachutaarama', 'prof', 'gud', 'mrng']",,122,101,22,16,5,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4795,3324,0,"['dont', 'kick', 'coco', 'he']",,29,24,6,1,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4796,3325,0,"['fyi', 'im', 'gonna', 'call', 'sporad', 'start', 'like', 'ltgt', 'bc', 'doin', '[explicit]']",,103,84,18,8,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4797,3326,0,"['hope', 'your', 'much', 'fun', 'without', 'see', 'u', 'tomorrow', 'love', 'jess', 'x']",,76,62,15,2,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4798,3327,0,"['ok', 'wont', 'call', 'disturb', 'one', 'know', 'avoid', 'burden']",,84,65,20,2,3,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4799,3328,0,"['ive', 'reach', 'home', 'n', 'bath', 'liao', 'u', 'call']",,56,45,12,7,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4800,3329,0,"['actual', 'exam', 'harder', 'nbme']",,36,30,7,0,5,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4801,3330,0,"['lot', 'sick', 'thing', 'go', 'round', 'take', 'easi', 'hope', 'u', 'feel', 'better', 'soon', 'lol']",,84,68,17,3,4,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4802,3331,0,"['hey', 'sathya', 'till', 'dint', 'meet', 'even', 'singl', 'time', 'saw', 'situat', 'sathya']",,96,77,20,1,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4803,3332,0,"['gam', 'gone', 'outstand', 'inning']",,35,31,5,1,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4804,3333,0,"['play', 'smash', 'bro', 'ltgt', 'religi']",,46,38,7,6,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4805,3334,0,"['sir', 'good', 'morn', 'hope', 'good', 'weekend', 'call', 'let', 'know', 'abl', 'rais', 'ltgt', 'dad', 'howev', 'said', 'would', 'make', 'rest', 'avail', 'mid', 'feb', 'amount', 'still', 'quit', 'short', 'hope', 'would', 'help', 'good', 'day', 'abiola']",,276,219,56,12,7,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4806,3335,0,"['hurri', 'home', 'soup', 'done']",,25,21,5,2,6,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4807,3336,0,"['good', 'afternoon', 'love', 'good', 'see', 'word', 'ym', 'get', 'tm', 'smart', 'move', 'slave', 'smile', 'drink', 'coffe', 'await']",,153,122,32,13,6,0,0,0,,0,0,0,0,1,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4808,3337,0,"['quit', 'ok', 'bit', 'ex', 'u', 'better', 'go', 'eat', 'smth', 'els', 'ill', 'feel', 'guilti']",,74,59,16,7,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4809,3338,0,"['lemm', 'know', 'your']",,27,23,5,1,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4810,3339,0,"['need', 'stop', 'go', 'bed', 'make', '[explicit]', 'deal']",,66,54,13,2,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4811,3340,0,"['love', 'brother', 'time', 'talk', 'english', 'grin', 'say', 'hey', 'muhommad', 'penni', 'say', 'hello', 'across', 'sea']",,147,117,31,8,8,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4812,3341,0,"['hey', 'doc', 'pl', 'want', 'get', 'nice', 'shirt', 'hubbi', 'nice', 'fite', 'one', 'budget', 'ltgt', 'k', 'help', 'pl', 'load', 'card', 'abi', 'hwkeep', 'post', 'luv', '2', 'mj']",,154,119,35,7,3,0,0,0,,0,0,0,0,0,0,0,1,[0. 0. 0. ... 0. 0. 0.]
4813,3342,0,"['remain', 'unconvinc', 'isnt', 'elabor', 'test', 'willpow']",,70,59,12,1,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4814,3343,0,"['life', 'noth', 'wen', 'v', 'get', 'everyth', 'life', 'everyth', 'wen', 'v', 'miss', 'someth', 'real', 'valu', 'peopl', 'wil', 'realiz', 'absenc', 'gud', 'mrng']",,163,135,29,14,3,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4815,3344,0,['miss'],,24,19,6,2,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4816,3345,0,"['aint', 'answerin', 'phone', 'actual', 'pretti', 'reason', 'hour', 'im', 'sleepi']",,85,70,16,2,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4817,3346,0,"['hey', 'rite', 'u', 'put', '10', 'evey', 'mnth']",,49,37,13,3,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4818,3347,0,"['go', 'bed', 'prin']",,26,20,7,0,0,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4819,3348,0,"['think', 'thank', 'see', 'tomo']",,48,40,9,1,3,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4820,3349,0,"['u', 'dun', 'drive', 'go', '2', 'sch']",,35,26,10,1,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4821,3350,0,"['home', 'lei']",,24,19,6,3,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4822,3351,0,"['u', 'hav', 'frnd', 'name', 'ashwini', 'ur', 'colleg']",,48,38,11,1,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4823,3352,0,"['ju', 'finish', 'lunch', 'way', 'home', 'lor', 'tot', 'u', 'dun', 'wan', '2', 'stay', 'sch', 'today']",,80,62,19,6,2,0,0,0,,0,0,0,0,0,0,0,1,[0. 0. 0. ... 0. 0. 0.]
4824,3353,0,"['k', '2marrow', 'come', 'class']",,39,32,8,1,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4825,3354,0,"['pl', 'send', 'address', 'sir']",,29,24,6,1,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4826,3355,0,"['want', 'lick', '[explicit]']",,37,31,7,5,1,0,0,0,,0,0,1,0,0,0,0,1,[0. 0. 0. ... 0. 0. 0.]
4827,3356,0,"['yo', 'gonna', 'still', 'stock', 'tomorrowtoday', 'im', 'tri', 'get', 'dubsack']",,75,62,14,4,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4828,3357,0,"['ill', 'see', 'prolli', 'yeah']",,25,21,5,2,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4829,3358,0,"['thought', 'could', 'go', 'dinner', 'ill', 'treat', 'seem', 'ok']",,60,49,12,4,3,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4830,3359,0,"['stand', 'away', 'doesnt', 'heart', 'ach', 'without', 'dont', 'wonder', 'dont', 'crave']",,154,118,37,9,6,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4831,3360,0,"['sorri', 'never', 'hear', 'unless', 'book', 'one', 'kinda', 'jokethet', 'realli', 'look', 'skinni', 'white', 'girl', 'one', 'liney', 'much', 'camera', 'someth', 'like', 'theyr', 'cast', 'look']",,230,189,42,10,5,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4832,3361,0,"['sure', 'thing', 'big', 'man', 'hockey', 'elect', '6', 'shouldnt', 'go', 'longer', 'hour', 'though']",,94,77,18,2,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4833,3362,0,"['watch', 'lor', 'saw', 'swatch', 'one', 'thk', 'quit', 'ok', 'ard', '116', 'need', '2nd', 'opinion', 'leh']",,87,68,20,5,3,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4834,3363,0,"['hiya', 'u', 'like', 'hlday', 'pic', 'look', 'horribl', 'took', 'mo', 'how', 'camp', 'amrca', 'thing', 'speak', 'soon', 'serena']",,116,94,23,4,5,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4835,3364,0,"['babe', 'goe', 'day', 'miss', 'alreadi', 'love', 'love', 'kiss', 'hope', 'everyth', 'goe', 'well']",,126,99,28,13,6,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4836,3365,0,"['yunni', 'im', 'goin', 'late']",,28,23,6,4,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4837,3366,0,"['doc', 'prescrib', 'morphin', 'caus', 'pain', 'med', 'arent', 'enough', 'wait', 'mom', 'bring', 'med', 'kick', 'fast', 'im', 'gonna', 'tri', 'later']",,160,129,32,4,4,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4838,3367,0,"['cool', 'want', 'go', 'kappa', 'meet', 'outsid', 'mu']",,60,47,14,1,2,0,0,0,,0,0,0,0,0,0,0,1,[0. 0. 0. ... 0. 0. 0.]
4839,3368,0,"['hey', '[explicit]', 'bun', 'told', 'ador', 'loverboy', 'hope', 'rememb', 'thank', 'sister', 'law', 'meatbal', 'grin', 'love', 'babe']",,159,128,32,12,5,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4840,3369,0,"['may', 'b', 'approv', 'panalambut', 'post']",,55,47,9,5,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4841,3370,0,"['im', 'workin', 'get', 'job']",,36,29,8,5,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4842,3371,0,"['your', 'done', 'mean']",,34,27,8,1,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4843,3372,0,"['ur', 'luck', 'love', 'someon', 'ur', 'fortun', 'love', 'one', 'love', 'u']",,77,61,17,3,9,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4844,3373,0,"['hi', 'babi', 'ive', 'got', 'back', 'work', 'want', 'see', 'u', 'allday', 'hope', 'didnt', '[explicit]', 'u', 'phone', 'today', 'u', 'give', 'call', '[explicit]']",,160,125,36,6,3,0,0,0,,0,0,0,0,0,0,0,1,[0. 0. 0. ... 0. 0. 0.]
4845,3374,0,"['yahoo', 'boy', 'bring', 'perf', 'legal']",,55,44,12,2,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4846,3375,0,"['need', 'say', 'anyth', 'know', 'outsid']",,54,42,13,1,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4847,3376,0,"['ever', 'one', 'foot']",,34,28,7,1,0,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4848,3377,0,"['got', 'ltgt']",,22,18,4,5,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4849,3378,0,"['good', 'dont', 'need', 'receiptswel', 'done', 'ye', 'pleas', 'tell', 'what', 'number', 'could', 'ring']",,111,93,19,9,9,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4850,3379,0,"['leav', 'wif', 'lar', 'wan', 'carri', 'meh', 'heavi', 'da', 'num[entity]', 'familiar']",,88,71,18,10,11,0,0,0,,1,0,0,0,0,0,0,1,[0. 0. 0. ... 0. 0. 0.]
4851,3380,0,"['beauti', 'truth', 'express', 'face', 'could', 'seen', 'everyon', 'depress', 'heart', 'could', 'understood', 'love', 'one', 'gud', 'ni8']",,153,127,27,9,9,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4852,3381,0,"['infact', 'happi', 'new', 'year', 'see']",,67,54,14,1,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4853,3382,0,"['that', 'shame', 'mayb', 'cld', 'meet', 'hr', 'tomo']",,48,39,10,3,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4854,3383,0,"['lol', 'would', 'despit', 'cramp', 'like', 'girl']",,57,46,12,1,3,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4855,3384,0,"['cant', 'wait', 'cornwal', 'hope', 'tonight', 'isnt', 'bad', 'well', 'rock', 'night', '[explicit]', 'anyway', 'im', 'go', 'kip', 'good', 'night', 'speak', 'soon']",,166,135,32,6,8,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4856,3385,0,"['pl', 'help', 'tell', 'sura', 'im', 'expect', 'batteri', 'hont', 'pl', 'send', 'messag', 'download', 'movi', 'thank']",,139,113,27,3,3,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4857,3386,0,"['havent', 'found', 'way', 'get', 'anoth', 'app', 'phone', 'eh', 'go', 'net', 'cafe', 'take', 'job', 'geeee', 'need', 'babe', 'crave', 'see']",,158,122,37,9,6,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4858,3387,0,"['work', 'mon', 'thur', 'sat', 'cant', 'leh', 'book', 'liao', 'day', 'u', 'free']",,90,72,19,7,4,0,0,0,,0,1,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4859,3388,0,"['comin', 'fetch', 'us', 'oredi']",,29,24,6,3,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4860,3389,0,"['what', 'nanni', 'address']",,22,20,3,2,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4861,3390,0,"['haf', 'u', 'eaten', 'wat', 'time', 'u', 'wan', '2', 'come']",,38,29,10,2,2,0,0,0,,0,0,0,0,0,0,0,2,[0. 0. 0. ... 0. 0. 0.]
4862,3391,0,"['yo', 'call', 'get', 'chanc', 'friend', 'mine', 'want', 'ask', 'big', 'order']",,92,72,21,2,1,0,0,0,,0,0,0,0,0,0,0,1,[0. 0. 0. ... 0. 0. 0.]
4863,3392,0,"['singl', 'singl', 'answer', 'fight', 'plu', 'said', 'broke', 'didnt', 'repli']",,84,69,16,1,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4864,3393,0,"['certainli', 'put', 'thing', 'perspect', 'someth', 'like', 'happen']",,74,64,11,0,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4865,3394,0,"['got', 'tv', '2', 'watch', 'meh', 'u', 'work', 'today']",,40,31,10,2,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4866,3395,0,"['felt', 'sonot', 'convey', 'reason', 'ese']",,63,53,11,9,2,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4867,3396,0,"['how', 'go', 'got', 'excit', 'karaok', 'type', 'activ', 'plan', 'im', 'debat', 'whether', 'play', 'footbal', 'eve', 'feel', 'lazi', 'though']",,134,114,21,6,4,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4868,3397,0,"['told', 'come', 'wednesday']",,35,29,7,1,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4869,3398,0,"['ok', 'call', 'mom', 'instead', 'fun']",,35,29,7,1,1,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
4870,3399,0,"['well', 'im', 'desper', 'ill', 'call', 'armand']",,54,45,10,2,3,0,0,0,,0,0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.]
